LocationType,Location,TimeFrame,DataFormat,Data
County,Riverside,2014,Rate,11.1
County,Riverside,2012,Rate,10.2
County,Riverside,2011,Rate,11
County,Riverside,2010,Rate,12
County,Riverside,2009,Rate,11.6
County,Riverside,2013,Rate,10.6
County,Riverside,2008,Rate,10.7
County,Riverside,2007,Rate,13.5
County,Riverside,2006,Rate,15.4
County,Riverside,2005,Rate,15.2
County,Riverside,2004,Rate,15.5
County,Riverside,2003,Rate,13.6
County,Riverside,2002,Rate,15.6
County,Riverside,2001,Rate,16.4
County,Riverside,2000,Rate,16.2
County,Riverside,2015,Rate,9.6
County,Sacramento,2000,Rate,20.9
County,Sacramento,2001,Rate,18.9
County,Sacramento,2002,Rate,19.3
County,Sacramento,2003,Rate,18.4
County,Sacramento,2004,Rate,19.3
County,Sacramento,2005,Rate,17.5
County,Sacramento,2006,Rate,15.2
County,Sacramento,2007,Rate,15.2
County,Sacramento,2008,Rate,16
County,Sacramento,2013,Rate,11.4
County,Sacramento,2009,Rate,11.5
County,Sacramento,2010,Rate,7.5
County,Sacramento,2011,Rate,8.4
County,Sacramento,2012,Rate,9.3
County,Sacramento,2014,Rate,11.7
County,Sacramento,2015,Rate,12.2
County,San Benito,2014,Rate,5
County,San Benito,2012,Rate,4.3
County,San Benito,2011,Rate,9.6
County,San Benito,2010,Rate,7.6
County,San Benito,2009,Rate,6.1
County,San Benito,2013,Rate,4.6
County,San Benito,2008,Rate,14
County,San Benito,2007,Rate,10.6
County,San Benito,2006,Rate,8.4
County,San Benito,2005,Rate,13.6
County,San Benito,2004,Rate,7.5
County,San Benito,2003,Rate,10.6
County,San Benito,2002,Rate,9
County,San Benito,2001,Rate,5.4
County,San Benito,2000,Rate,6.1
County,San Benito,2015,Rate,3.8
County,San Bernardino,2000,Rate,11.7
County,San Bernardino,2001,Rate,11.1
County,San Bernardino,2002,Rate,10.4
County,San Bernardino,2003,Rate,10.4
County,San Bernardino,2004,Rate,9.4
County,San Bernardino,2005,Rate,9.1
County,San Bernardino,2006,Rate,8.9
County,San Bernardino,2007,Rate,8.5
County,San Bernardino,2008,Rate,7.2
County,San Bernardino,2013,Rate,8.6
County,San Bernardino,2009,Rate,7.6
County,San Bernardino,2010,Rate,8
County,San Bernardino,2011,Rate,7.7
County,San Bernardino,2012,Rate,8
County,San Bernardino,2014,Rate,9
County,San Bernardino,2015,Rate,9.4
County,San Diego,2014,Rate,7.2
County,San Diego,2012,Rate,7.7
County,San Diego,2011,Rate,8.3
County,San Diego,2010,Rate,9.3
County,San Diego,2009,Rate,10.9
County,San Diego,2013,Rate,6.9
County,San Diego,2008,Rate,12.9
County,San Diego,2007,Rate,14.6
County,San Diego,2006,Rate,13.6
County,San Diego,2005,Rate,14.1
County,San Diego,2004,Rate,13.2
County,San Diego,2003,Rate,13.9
County,San Diego,2002,Rate,14.9
County,San Diego,2001,Rate,16.1
County,San Diego,2000,Rate,16.6
County,San Diego,2015,Rate,6.7
County,San Francisco,2000,Rate,11.2
County,San Francisco,2001,Rate,12.7
County,San Francisco,2002,Rate,11.7
County,San Francisco,2003,Rate,12.3
County,San Francisco,2004,Rate,10.7
County,San Francisco,2005,Rate,10.3
County,San Francisco,2006,Rate,10
County,San Francisco,2007,Rate,9.8
County,San Francisco,2008,Rate,10
County,San Francisco,2013,Rate,5.7
County,San Francisco,2009,Rate,10.5
County,San Francisco,2010,Rate,7.7
County,San Francisco,2011,Rate,6
County,San Francisco,2012,Rate,6.3
County,San Francisco,2014,Rate,6.9
County,San Francisco,2015,Rate,6.2
County,San Joaquin,2014,Rate,7.7
County,San Joaquin,2012,Rate,6.9
County,San Joaquin,2011,Rate,6.5
County,San Joaquin,2010,Rate,7.3
County,San Joaquin,2009,Rate,8.8
County,San Joaquin,2013,Rate,7.5
County,San Joaquin,2008,Rate,11
County,San Joaquin,2007,Rate,15.3
County,San Joaquin,2006,Rate,16.4
County,San Joaquin,2005,Rate,16.9
County,San Joaquin,2004,Rate,15.2
County,San Joaquin,2003,Rate,14.1
County,San Joaquin,2002,Rate,13.9
County,San Joaquin,2001,Rate,14
County,San Joaquin,2000,Rate,14.5
County,San Joaquin,2015,Rate,7.3
County,San Luis Obispo,2000,Rate,15.1
County,San Luis Obispo,2001,Rate,21.6
County,San Luis Obispo,2002,Rate,24.2
County,San Luis Obispo,2003,Rate,26.4
County,San Luis Obispo,2004,Rate,23.5
County,San Luis Obispo,2005,Rate,16.9
County,San Luis Obispo,2006,Rate,14.6
County,San Luis Obispo,2007,Rate,9.9
County,San Luis Obispo,2008,Rate,11.2
County,San Luis Obispo,2013,Rate,12.4
County,San Luis Obispo,2009,Rate,10.1
County,San Luis Obispo,2010,Rate,9.8
County,San Luis Obispo,2011,Rate,12.4
County,San Luis Obispo,2012,Rate,14
County,San Luis Obispo,2014,Rate,10.1
County,San Luis Obispo,2015,Rate,11.3
County,San Mateo,2014,Rate,2.5
County,San Mateo,2012,Rate,2.5
County,San Mateo,2011,Rate,2.7
County,San Mateo,2010,Rate,2.4
County,San Mateo,2009,Rate,2.5
County,San Mateo,2013,Rate,2.8
County,San Mateo,2008,Rate,3.6
County,San Mateo,2007,Rate,4.7
County,San Mateo,2006,Rate,5.5
County,San Mateo,2005,Rate,4.9
County,San Mateo,2004,Rate,4.8
County,San Mateo,2003,Rate,5.4
County,San Mateo,2002,Rate,4.3
County,San Mateo,2001,Rate,4.8
County,San Mateo,2000,Rate,5.4
County,San Mateo,2015,Rate,2.4
County,Santa Barbara,2000,Rate,9
County,Santa Barbara,2001,Rate,8.3
County,Santa Barbara,2002,Rate,7.4
County,Santa Barbara,2003,Rate,6.9
County,Santa Barbara,2004,Rate,8.8
County,Santa Barbara,2005,Rate,8.6
County,Santa Barbara,2006,Rate,11.1
County,Santa Barbara,2007,Rate,10.9
County,Santa Barbara,2008,Rate,9
County,Santa Barbara,2013,Rate,5.8
County,Santa Barbara,2009,Rate,9.2
County,Santa Barbara,2010,Rate,8.1
County,Santa Barbara,2011,Rate,7.1
County,Santa Barbara,2012,Rate,5.7
County,Santa Barbara,2014,Rate,6.2
County,Santa Barbara,2015,Rate,5.5
County,Santa Clara,2014,Rate,4.8
County,Santa Clara,2012,Rate,5
County,Santa Clara,2011,Rate,4.3
County,Santa Clara,2010,Rate,3.5
County,Santa Clara,2009,Rate,4.2
County,Santa Clara,2013,Rate,5.1
County,Santa Clara,2008,Rate,5.1
County,Santa Clara,2007,Rate,8.1
County,Santa Clara,2006,Rate,8
County,Santa Clara,2005,Rate,7.6
County,Santa Clara,2004,Rate,7.1
County,Santa Clara,2003,Rate,6.4
County,Santa Clara,2002,Rate,6.7
County,Santa Clara,2001,Rate,7.2
County,Santa Clara,2000,Rate,6.5
County,Santa Clara,2015,Rate,4.1
County,Santa Cruz,2000,Rate,14.3
County,Santa Cruz,2001,Rate,13.8
County,Santa Cruz,2002,Rate,13.8
County,Santa Cruz,2003,Rate,13.6
County,Santa Cruz,2004,Rate,16.2
County,Santa Cruz,2005,Rate,15.7
County,Santa Cruz,2006,Rate,13.7
County,Santa Cruz,2007,Rate,14.4
County,Santa Cruz,2008,Rate,12.2
County,Santa Cruz,2013,Rate,7.3
County,Santa Cruz,2009,Rate,10.2
County,Santa Cruz,2010,Rate,8.8
County,Santa Cruz,2011,Rate,11
County,Santa Cruz,2012,Rate,7.9
County,Santa Cruz,2014,Rate,6.8
County,Santa Cruz,2015,Rate,6.8
County,Shasta,2014,Rate,13.1
County,Shasta,2012,Rate,19.1
County,Shasta,2011,Rate,21.8
County,Shasta,2010,Rate,19.1
County,Shasta,2009,Rate,20.7
County,Shasta,2013,Rate,16.4
County,Shasta,2008,Rate,20.2
County,Shasta,2007,Rate,24.5
County,Shasta,2006,Rate,23.1
County,Shasta,2005,Rate,19.6
County,Shasta,2004,Rate,17.8
County,Shasta,2003,Rate,18.4
County,Shasta,2002,Rate,14.9
County,Shasta,2001,Rate,17.7
County,Shasta,2000,Rate,19.1
County,Shasta,2015,Rate,12.7
County,Sierra,2000,Rate,15.5
County,Sierra,2001,Rate,7.8
County,Sierra,2002,Rate,15.3
County,Sierra,2003,Rate,4.4
County,Sierra,2004,Rate,6.3
County,Sierra,2005,Rate,5
County,Sierra,2006,Rate,17.1
County,Sierra,2007,Rate,39.9
County,Sierra,2008,Rate,43.9
County,Sierra,2013,Rate,8.2
County,Sierra,2009,Rate,30.4
County,Sierra,2010,Rate,26.5
County,Sierra,2011,Rate,28.4
County,Sierra,2012,Rate,5.9
County,Sierra,2014,Rate,18.9
County,Sierra,2015,Rate,6.4
County,Siskiyou,2014,Rate,17.3
County,Siskiyou,2012,Rate,25.9
County,Siskiyou,2011,Rate,25.8
County,Siskiyou,2010,Rate,27.6
County,Siskiyou,2009,Rate,31
County,Siskiyou,2013,Rate,22.1
County,Siskiyou,2008,Rate,26.7
County,Siskiyou,2007,Rate,18.3
County,Siskiyou,2006,Rate,18
County,Siskiyou,2005,Rate,27.1
County,Siskiyou,2004,Rate,31.1
County,Siskiyou,2003,Rate,29.1
County,Siskiyou,2002,Rate,24.3
