LocationType,Location,TimeFrame,DataFormat,Data
County,Sutter,2000,Rate,10.7
County,Sutter,2001,Rate,10.7
County,Sutter,2002,Rate,8.9
County,Sutter,2003,Rate,8.4
County,Sutter,2004,Rate,9.2
County,Sutter,2005,Rate,8.4
County,Sutter,2006,Rate,6.6
County,Sutter,2007,Rate,6.4
County,Sutter,2008,Rate,5.2
County,Sutter,2009,Rate,5.5
County,Sutter,2010,Rate,6.1
County,Sutter,2011,Rate,6.4
County,Sutter,2012,Rate,6
County,Sutter,2013,Rate,5.5
County,Sutter,2014,Rate,5.2
County,Tehama,2000,Rate,10.4
County,Tehama,2001,Rate,10.9
County,Tehama,2002,Rate,12.7
County,Tehama,2003,Rate,12.7
County,Tehama,2004,Rate,12
County,Tehama,2005,Rate,12.7
County,Tehama,2006,Rate,13.9
County,Tehama,2007,Rate,13.9
County,Tehama,2008,Rate,10.9
County,Tehama,2009,Rate,10.3
County,Tehama,2010,Rate,12.5
County,Tehama,2011,Rate,13
County,Tehama,2012,Rate,10.4
County,Tehama,2013,Rate,10.6
County,Tehama,2014,Rate,13.6
County,Trinity,2000,Rate,11.9
County,Trinity,2001,Rate,16.8
County,Trinity,2002,Rate,15.9
County,Trinity,2003,Rate,14.7
County,Trinity,2004,Rate,15
County,Trinity,2005,Rate,11.1
County,Trinity,2006,Rate,15.4
County,Trinity,2007,Rate,15.7
County,Trinity,2008,Rate,14.2
County,Trinity,2009,Rate,11.9
County,Trinity,2010,Rate,17.4
County,Trinity,2011,Rate,16
County,Trinity,2012,Rate,26.4
County,Trinity,2013,Rate,25.7
County,Trinity,2014,Rate,28.7
County,Tulare,2000,Rate,10.8
County,Tulare,2001,Rate,9.8
County,Tulare,2002,Rate,9.6
County,Tulare,2003,Rate,8.9
County,Tulare,2004,Rate,8.3
County,Tulare,2005,Rate,8.5
County,Tulare,2006,Rate,8
County,Tulare,2007,Rate,7.7
County,Tulare,2008,Rate,6.3
County,Tulare,2009,Rate,6.5
County,Tulare,2010,Rate,5.5
County,Tulare,2011,Rate,5.6
County,Tulare,2012,Rate,6.7
County,Tulare,2013,Rate,6.6
County,Tulare,2014,Rate,6.9
County,Tuolumne,2000,Rate,9.5
County,Tuolumne,2001,Rate,9.3
County,Tuolumne,2002,Rate,10.6
County,Tuolumne,2003,Rate,13.1
County,Tuolumne,2004,Rate,13
County,Tuolumne,2005,Rate,12.4
County,Tuolumne,2006,Rate,13.5
County,Tuolumne,2007,Rate,9.1
County,Tuolumne,2008,Rate,8.6
County,Tuolumne,2009,Rate,9.4
County,Tuolumne,2010,Rate,9.7
County,Tuolumne,2011,Rate,10.2
County,Tuolumne,2012,Rate,11.2
County,Tuolumne,2013,Rate,8.5
County,Tuolumne,2014,Rate,12
County,Ventura,2000,Rate,3.4
County,Ventura,2001,Rate,3.6
County,Ventura,2002,Rate,3
County,Ventura,2003,Rate,2.9
County,Ventura,2004,Rate,3.1
County,Ventura,2005,Rate,3.1
County,Ventura,2006,Rate,3
County,Ventura,2007,Rate,3
County,Ventura,2008,Rate,2.9
County,Ventura,2009,Rate,2.8
County,Ventura,2010,Rate,2.9
County,Ventura,2011,Rate,3.7
County,Ventura,2012,Rate,4.1
County,Ventura,2013,Rate,3.8
County,Ventura,2014,Rate,4.3
County,Yolo,2000,Rate,9.7
County,Yolo,2001,Rate,9.6
County,Yolo,2002,Rate,9.3
County,Yolo,2003,Rate,9.7
County,Yolo,2004,Rate,10.2
County,Yolo,2005,Rate,9.4
County,Yolo,2006,Rate,9.9
County,Yolo,2007,Rate,8.4
County,Yolo,2008,Rate,7.6
County,Yolo,2009,Rate,7.5
County,Yolo,2010,Rate,6.3
County,Yolo,2011,Rate,5.8
County,Yolo,2012,Rate,5.2
County,Yolo,2013,Rate,4.9
County,Yolo,2014,Rate,5.9
County,Yuba,2000,Rate,18.9
County,Yuba,2001,Rate,16.2
County,Yuba,2002,Rate,15.8
County,Yuba,2003,Rate,12.7
County,Yuba,2004,Rate,10.8
County,Yuba,2005,Rate,11
County,Yuba,2006,Rate,9.9
County,Yuba,2007,Rate,9.7
County,Yuba,2008,Rate,7.2
County,Yuba,2009,Rate,6.5
County,Yuba,2010,Rate,5.8
County,Yuba,2011,Rate,5.3
County,Yuba,2012,Rate,5.2
County,Yuba,2013,Rate,6.5
County,Yuba,2014,Rate,7.9
