LocationType,Location,Age group,TimeFrame,DataFormat,Data
County,Mono,15-18,2014,Percent,0.52096
County,Mono,19-20,2014,Percent,0.36986
County,Mono,0-20,2014,Percent,0.5627
County,Mono,0-3,2015,Percent,0.47719
County,Mono,4-5,2015,Percent,0.7052
County,Mono,6-8,2015,Percent,0.69362
County,Mono,9-11,2015,Percent,0.65504
County,Mono,12-14,2015,Percent,0.62069
County,Mono,15-18,2015,Percent,0.52804
County,Mono,19-20,2015,Percent,0.32979
County,Mono,0-20,2015,Percent,0.58824
County,Monterey,0-3,2013,Percent,0.52
County,Monterey,4-5,2013,Percent,0.8
County,Monterey,6-8,2013,Percent,0.78
County,Monterey,9-11,2013,Percent,0.73
County,Monterey,12-14,2013,Percent,0.65
County,Monterey,15-18,2013,Percent,0.57
County,Monterey,19-20,2013,Percent,0.37
County,Monterey,0-20,2013,Percent,0.66
County,Monterey,0-3,2014,Percent,0.49118
County,Monterey,4-5,2014,Percent,0.78381
County,Monterey,6-8,2014,Percent,0.77207
County,Monterey,9-11,2014,Percent,0.72135
County,Monterey,12-14,2014,Percent,0.66846
County,Monterey,15-18,2014,Percent,0.5713
County,Monterey,19-20,2014,Percent,0.35513
County,Monterey,0-20,2014,Percent,0.64589
County,Monterey,0-3,2015,Percent,0.50187
County,Monterey,4-5,2015,Percent,0.77145
County,Monterey,6-8,2015,Percent,0.75311
County,Monterey,9-11,2015,Percent,0.70161
County,Monterey,12-14,2015,Percent,0.64473
County,Monterey,15-18,2015,Percent,0.51211
County,Monterey,19-20,2015,Percent,0.31395
County,Monterey,0-20,2015,Percent,0.62359
County,Napa,0-3,2013,Percent,0.45
County,Napa,4-5,2013,Percent,0.7
County,Napa,6-8,2013,Percent,0.73
County,Napa,9-11,2013,Percent,0.66
County,Napa,12-14,2013,Percent,0.61
County,Napa,15-18,2013,Percent,0.5
County,Napa,19-20,2013,Percent,0.35
County,Napa,0-20,2013,Percent,0.59
County,Napa,0-3,2014,Percent,0.47228
County,Napa,4-5,2014,Percent,0.66487
County,Napa,6-8,2014,Percent,0.71087
County,Napa,9-11,2014,Percent,0.66318
County,Napa,12-14,2014,Percent,0.59236
County,Napa,15-18,2014,Percent,0.51429
County,Napa,19-20,2014,Percent,0.28504
County,Napa,0-20,2014,Percent,0.58343
County,Napa,0-3,2015,Percent,0.43182
County,Napa,4-5,2015,Percent,0.64403
County,Napa,6-8,2015,Percent,0.66486
County,Napa,9-11,2015,Percent,0.63819
County,Napa,12-14,2015,Percent,0.55666
County,Napa,15-18,2015,Percent,0.49128
County,Napa,19-20,2015,Percent,0.29048
County,Napa,0-20,2015,Percent,0.5498
County,Nevada,0-3,2013,Percent,0.28
County,Nevada,4-5,2013,Percent,0.58
County,Nevada,6-8,2013,Percent,0.59
County,Nevada,9-11,2013,Percent,0.59
County,Nevada,12-14,2013,Percent,0.52
County,Nevada,15-18,2013,Percent,0.45
County,Nevada,19-20,2013,Percent,0.3
County,Nevada,0-20,2013,Percent,0.47
County,Nevada,0-3,2014,Percent,0.17255
County,Nevada,4-5,2014,Percent,0.45767
County,Nevada,6-8,2014,Percent,0.47678
County,Nevada,9-11,2014,Percent,0.4552
County,Nevada,12-14,2014,Percent,0.40548
County,Nevada,15-18,2014,Percent,0.36917
County,Nevada,19-20,2014,Percent,0.27536
County,Nevada,0-20,2014,Percent,0.37338
County,Nevada,0-3,2015,Percent,0.21582
County,Nevada,4-5,2015,Percent,0.3939
County,Nevada,6-8,2015,Percent,0.44787
County,Nevada,9-11,2015,Percent,0.43142
County,Nevada,12-14,2015,Percent,0.40033
County,Nevada,15-18,2015,Percent,0.31912
County,Nevada,19-20,2015,Percent,0.23248
County,Nevada,0-20,2015,Percent,0.35216
County,Orange,0-3,2013,Percent,0.38
County,Orange,4-5,2013,Percent,0.73
County,Orange,6-8,2013,Percent,0.75
County,Orange,9-11,2013,Percent,0.72
County,Orange,12-14,2013,Percent,0.65
County,Orange,15-18,2013,Percent,0.56
County,Orange,19-20,2013,Percent,0.43
County,Orange,0-20,2013,Percent,0.61
County,Orange,0-3,2014,Percent,0.35838
County,Orange,4-5,2014,Percent,0.68657
County,Orange,6-8,2014,Percent,0.71609
County,Orange,9-11,2014,Percent,0.67448
County,Orange,12-14,2014,Percent,0.60775
County,Orange,15-18,2014,Percent,0.52183
County,Orange,19-20,2014,Percent,0.39142
County,Orange,0-20,2014,Percent,0.57699
County,Orange,0-3,2015,Percent,0.36261
County,Orange,4-5,2015,Percent,0.65645
County,Orange,6-8,2015,Percent,0.69089
County,Orange,9-11,2015,Percent,0.65575
County,Orange,12-14,2015,Percent,0.58298
County,Orange,15-18,2015,Percent,0.49574
County,Orange,19-20,2015,Percent,0.36212
County,Orange,0-20,2015,Percent,0.55353
County,Placer,0-3,2013,Percent,0.24
County,Placer,4-5,2013,Percent,0.51
County,Placer,6-8,2013,Percent,0.57
County,Placer,9-11,2013,Percent,0.51
County,Placer,12-14,2013,Percent,0.47
County,Placer,15-18,2013,Percent,0.43
County,Placer,19-20,2013,Percent,0.31
County,Placer,0-20,2013,Percent,0.44
County,Placer,0-3,2014,Percent,0.21735
County,Placer,4-5,2014,Percent,0.437
County,Placer,6-8,2014,Percent,0.49986
County,Placer,9-11,2014,Percent,0.48058
County,Placer,12-14,2014,Percent,0.41546
County,Placer,15-18,2014,Percent,0.37165
County,Placer,19-20,2014,Percent,0.2421
County,Placer,0-20,2014,Percent,0.39172
County,Placer,0-3,2015,Percent,0.24091
County,Placer,4-5,2015,Percent,0.44865
County,Placer,6-8,2015,Percent,0.49567
County,Placer,9-11,2015,Percent,0.47285
County,Placer,12-14,2015,Percent,0.4164
County,Placer,15-18,2015,Percent,0.37209
County,Placer,19-20,2015,Percent,0.25406
County,Placer,0-20,2015,Percent,0.39422
County,Plumas,0-3,2013,Percent,0.28
County,Plumas,4-5,2013,Percent,0.61
County,Plumas,6-8,2013,Percent,0.63
County,Plumas,9-11,2013,Percent,0.62
County,Plumas,12-14,2013,Percent,0.52
County,Plumas,15-18,2013,Percent,0.48
County,Plumas,19-20,2013,Percent,0.38
County,Plumas,0-20,2013,Percent,0.5
County,Plumas,0-3,2014,Percent,0.24407
County,Plumas,4-5,2014,Percent,0.51462
County,Plumas,6-8,2014,Percent,0.59289
County,Plumas,9-11,2014,Percent,0.52119
County,Plumas,12-14,2014,Percent,0.55238
County,Plumas,15-18,2014,Percent,0.45802
County,Plumas,19-20,2014,Percent,0.33663
County,Plumas,0-20,2014,Percent,0.46008
County,Plumas,0-3,2015,Percent,0.28363
County,Plumas,4-5,2015,Percent,0.51323
County,Plumas,6-8,2015,Percent,0.64214
County,Plumas,9-11,2015,Percent,0.58175
County,Plumas,12-14,2015,Percent,0.49804
County,Plumas,15-18,2015,Percent,0.46644
County,Plumas,19-20,2015,Percent,0.41791
County,Plumas,0-20,2015,Percent,0.48371
County,Riverside,0-3,2013,Percent,0.24
County,Riverside,4-5,2013,Percent,0.62
County,Riverside,6-8,2013,Percent,0.66
County,Riverside,9-11,2013,Percent,0.63
County,Riverside,12-14,2013,Percent,0.57
County,Riverside,15-18,2013,Percent,0.51
County,Riverside,19-20,2013,Percent,0.38
County,Riverside,0-20,2013,Percent,0.52
County,Riverside,0-3,2014,Percent,0.21989
County,Riverside,4-5,2014,Percent,0.57676
County,Riverside,6-8,2014,Percent,0.62268
County,Riverside,9-11,2014,Percent,0.59694
County,Riverside,12-14,2014,Percent,0.53736
County,Riverside,15-18,2014,Percent,0.47703
County,Riverside,19-20,2014,Percent,0.34736
County,Riverside,0-20,2014,Percent,0.48783
County,Riverside,0-3,2015,Percent,0.23172
County,Riverside,4-5,2015,Percent,0.54696
County,Riverside,6-8,2015,Percent,0.60448
County,Riverside,9-11,2015,Percent,0.5759
County,Riverside,12-14,2015,Percent,0.51518
County,Riverside,15-18,2015,Percent,0.45951
County,Riverside,19-20,2015,Percent,0.32021
County,Riverside,0-20,2015,Percent,0.4716
County,Sacramento,0-3,2013,Percent,0.14
County,Sacramento,4-5,2013,Percent,0.38
County,Sacramento,6-8,2013,Percent,0.36
County,Sacramento,9-11,2013,Percent,0.33
County,Sacramento,12-14,2013,Percent,0.34
County,Sacramento,15-18,2013,Percent,0.37
County,Sacramento,19-20,2013,Percent,0.26
County,Sacramento,0-20,2013,Percent,0.32
County,Sacramento,0-3,2014,Percent,0.11509
County,Sacramento,4-5,2014,Percent,0.27925
County,Sacramento,6-8,2014,Percent,0.33479
County,Sacramento,9-11,2014,Percent,0.3145
County,Sacramento,12-14,2014,Percent,0.29392
County,Sacramento,15-18,2014,Percent,0.3252
County,Sacramento,19-20,2014,Percent,0.21822
County,Sacramento,0-20,2014,Percent,0.26745
County,Sacramento,0-3,2015,Percent,0.12135
County,Sacramento,4-5,2015,Percent,0.2457
County,Sacramento,6-8,2015,Percent,0.33353
County,Sacramento,9-11,2015,Percent,0.31841
County,Sacramento,12-14,2015,Percent,0.28366
County,Sacramento,15-18,2015,Percent,0.29879
County,Sacramento,19-20,2015,Percent,0.19617
County,Sacramento,0-20,2015,Percent,0.25438
County,San Benito,0-3,2013,Percent,0.48
County,San Benito,4-5,2013,Percent,0.71
County,San Benito,6-8,2013,Percent,0.66
County,San Benito,9-11,2013,Percent,0.63
County,San Benito,12-14,2013,Percent,0.59
County,San Benito,15-18,2013,Percent,0.5
County,San Benito,19-20,2013,Percent,0.32
County,San Benito,0-20,2013,Percent,0.57
County,San Benito,0-3,2014,Percent,0.39203
County,San Benito,4-5,2014,Percent,0.67181
County,San Benito,6-8,2014,Percent,0.66905
County,San Benito,9-11,2014,Percent,0.63666
County,San Benito,12-14,2014,Percent,0.55657
County,San Benito,15-18,2014,Percent,0.53525
County,San Benito,19-20,2014,Percent,0.31618
County,San Benito,0-20,2014,Percent,0.54907
County,San Benito,0-3,2015,Percent,0.39832
County,San Benito,4-5,2015,Percent,0.63743
County,San Benito,6-8,2015,Percent,0.61552
County,San Benito,9-11,2015,Percent,0.63244
County,San Benito,12-14,2015,Percent,0.52991
County,San Benito,15-18,2015,Percent,0.4549
County,San Benito,19-20,2015,Percent,0.33491
County,San Benito,0-20,2015,Percent,0.52317
County,San Bernardino,0-3,2013,Percent,0.25
County,San Bernardino,4-5,2013,Percent,0.6
County,San Bernardino,6-8,2013,Percent,0.64
County,San Bernardino,9-11,2013,Percent,0.61
County,San Bernardino,12-14,2013,Percent,0.55
County,San Bernardino,15-18,2013,Percent,0.5
County,San Bernardino,19-20,2013,Percent,0.38
County,San Bernardino,0-20,2013,Percent,0.51
County,San Bernardino,0-3,2014,Percent,0.24564
County,San Bernardino,4-5,2014,Percent,0.58079
County,San Bernardino,6-8,2014,Percent,0.6381
County,San Bernardino,9-11,2014,Percent,0.6046
County,San Bernardino,12-14,2014,Percent,0.55418
County,San Bernardino,15-18,2014,Percent,0.48756
County,San Bernardino,19-20,2014,Percent,0.34967
County,San Bernardino,0-20,2014,Percent,0.50169
County,San Bernardino,0-3,2015,Percent,0.25845
County,San Bernardino,4-5,2015,Percent,0.57201
County,San Bernardino,6-8,2015,Percent,0.61324
County,San Bernardino,9-11,2015,Percent,0.58176
County,San Bernardino,12-14,2015,Percent,0.52955
County,San Bernardino,15-18,2015,Percent,0.46476
County,San Bernardino,19-20,2015,Percent,0.33335
County,San Bernardino,0-20,2015,Percent,0.48481
County,San Diego,0-3,2013,Percent,0.41
County,San Diego,4-5,2013,Percent,0.72
County,San Diego,6-8,2013,Percent,0.7
County,San Diego,9-11,2013,Percent,0.65
County,San Diego,12-14,2013,Percent,0.58
County,San Diego,15-18,2013,Percent,0.51
County,San Diego,19-20,2013,Percent,0.36
County,San Diego,0-20,2013,Percent,0.57
County,San Diego,0-3,2014,Percent,0.37992
County,San Diego,4-5,2014,Percent,0.67751
County,San Diego,6-8,2014,Percent,0.68151
County,San Diego,9-11,2014,Percent,0.63609
County,San Diego,12-14,2014,Percent,0.56061
County,San Diego,15-18,2014,Percent,0.47093
County,San Diego,19-20,2014,Percent,0.32963
County,San Diego,0-20,2014,Percent,0.54463
County,San Diego,0-3,2015,Percent,0.37739
County,San Diego,4-5,2015,Percent,0.63851
County,San Diego,6-8,2015,Percent,0.64681
County,San Diego,9-11,2015,Percent,0.60332
County,San Diego,12-14,2015,Percent,0.53058
County,San Diego,15-18,2015,Percent,0.44314
County,San Diego,19-20,2015,Percent,0.30145
County,San Diego,0-20,2015,Percent,0.51367
County,San Francisco,0-3,2013,Percent,0.43
County,San Francisco,4-5,2013,Percent,0.68
County,San Francisco,6-8,2013,Percent,0.67
County,San Francisco,9-11,2013,Percent,0.65
County,San Francisco,12-14,2013,Percent,0.59
County,San Francisco,15-18,2013,Percent,0.54
County,San Francisco,19-20,2013,Percent,0.4
County,San Francisco,0-20,2013,Percent,0.57
County,San Francisco,0-3,2014,Percent,0.45103
County,San Francisco,4-5,2014,Percent,0.64868
County,San Francisco,6-8,2014,Percent,0.66948
County,San Francisco,9-11,2014,Percent,0.63043
County,San Francisco,12-14,2014,Percent,0.57508
County,San Francisco,15-18,2014,Percent,0.50192
County,San Francisco,19-20,2014,Percent,0.3577
County,San Francisco,0-20,2014,Percent,0.5551
County,San Francisco,0-3,2015,Percent,0.45155
County,San Francisco,4-5,2015,Percent,0.64749
County,San Francisco,6-8,2015,Percent,0.66425
County,San Francisco,9-11,2015,Percent,0.63747
County,San Francisco,12-14,2015,Percent,0.56222
County,San Francisco,15-18,2015,Percent,0.49441
County,San Francisco,19-20,2015,Percent,0.35511
County,San Francisco,0-20,2015,Percent,0.55035
County,San Joaquin,0-3,2013,Percent,0.2
County,San Joaquin,4-5,2013,Percent,0.59
County,San Joaquin,6-8,2013,Percent,0.6
County,San Joaquin,9-11,2013,Percent,0.57
County,San Joaquin,12-14,2013,Percent,0.5
County,San Joaquin,15-18,2013,Percent,0.44
County,San Joaquin,19-20,2013,Percent,0.32
County,San Joaquin,0-20,2013,Percent,0.46
County,San Joaquin,0-3,2014,Percent,0.1841
County,San Joaquin,4-5,2014,Percent,0.54808
County,San Joaquin,6-8,2014,Percent,0.5881
County,San Joaquin,9-11,2014,Percent,0.55589
County,San Joaquin,12-14,2014,Percent,0.49874
County,San Joaquin,15-18,2014,Percent,0.42537
County,San Joaquin,19-20,2014,Percent,0.30956
County,San Joaquin,0-20,2014,Percent,0.4504
County,San Joaquin,0-3,2015,Percent,0.18624
County,San Joaquin,4-5,2015,Percent,0.52114
County,San Joaquin,6-8,2015,Percent,0.56684
County,San Joaquin,9-11,2015,Percent,0.54026
County,San Joaquin,12-14,2015,Percent,0.48545
County,San Joaquin,15-18,2015,Percent,0.41938
County,San Joaquin,19-20,2015,Percent,0.28687
County,San Joaquin,0-20,2015,Percent,0.43593
County,San Luis Obispo,0-3,2013,Percent,0.52
County,San Luis Obispo,4-5,2013,Percent,0.73
County,San Luis Obispo,6-8,2013,Percent,0.73
County,San Luis Obispo,9-11,2013,Percent,0.69
County,San Luis Obispo,12-14,2013,Percent,0.57
County,San Luis Obispo,15-18,2013,Percent,0.47
County,San Luis Obispo,19-20,2013,Percent,0.36
County,San Luis Obispo,0-20,2013,Percent,0.6
County,San Luis Obispo,0-3,2014,Percent,0.44451
County,San Luis Obispo,4-5,2014,Percent,0.67197
County,San Luis Obispo,6-8,2014,Percent,0.67004
County,San Luis Obispo,9-11,2014,Percent,0.63837
County,San Luis Obispo,12-14,2014,Percent,0.53676
County,San Luis Obispo,15-18,2014,Percent,0.41684
County,San Luis Obispo,19-20,2014,Percent,0.23942
County,San Luis Obispo,0-20,2014,Percent,0.54139
County,San Luis Obispo,0-3,2015,Percent,0.48843
County,San Luis Obispo,4-5,2015,Percent,0.63541
County,San Luis Obispo,6-8,2015,Percent,0.66203
County,San Luis Obispo,9-11,2015,Percent,0.6221
County,San Luis Obispo,12-14,2015,Percent,0.54517
County,San Luis Obispo,15-18,2015,Percent,0.40921
County,San Luis Obispo,19-20,2015,Percent,0.22752
County,San Luis Obispo,0-20,2015,Percent,0.53357
County,San Mateo,0-3,2013,Percent,0.35
County,San Mateo,4-5,2013,Percent,0.65
County,San Mateo,6-8,2013,Percent,0.68
County,San Mateo,9-11,2013,Percent,0.65
County,San Mateo,12-14,2013,Percent,0.58
County,San Mateo,15-18,2013,Percent,0.47
County,San Mateo,19-20,2013,Percent,0.33
County,San Mateo,0-20,2013,Percent,0.55
County,San Mateo,0-3,2014,Percent,0.30289
County,San Mateo,4-5,2014,Percent,0.58797
County,San Mateo,6-8,2014,Percent,0.63876
County,San Mateo,9-11,2014,Percent,0.61952
County,San Mateo,12-14,2014,Percent,0.5536
County,San Mateo,15-18,2014,Percent,0.44247
County,San Mateo,19-20,2014,Percent,0.29935
County,San Mateo,0-20,2014,Percent,0.50435
County,San Mateo,0-3,2015,Percent,0.34532
County,San Mateo,4-5,2015,Percent,0.56611
County,San Mateo,6-8,2015,Percent,0.60796
County,San Mateo,9-11,2015,Percent,0.57781
County,San Mateo,12-14,2015,Percent,0.51951
County,San Mateo,15-18,2015,Percent,0.40519
County,San Mateo,19-20,2015,Percent,0.25908
County,San Mateo,0-20,2015,Percent,0.4815
County,Santa Barbara,0-3,2013,Percent,0.34
County,Santa Barbara,4-5,2013,Percent,0.72
County,Santa Barbara,6-8,2013,Percent,0.73
County,Santa Barbara,9-11,2013,Percent,0.66
County,Santa Barbara,12-14,2013,Percent,0.57
County,Santa Barbara,15-18,2013,Percent,0.53
County,Santa Barbara,19-20,2013,Percent,0.35
County,Santa Barbara,0-20,2013,Percent,0.57
County,Santa Barbara,0-3,2014,Percent,0.32573
County,Santa Barbara,4-5,2014,Percent,0.70584
County,Santa Barbara,6-8,2014,Percent,0.72245
County,Santa Barbara,9-11,2014,Percent,0.66814
County,Santa Barbara,12-14,2014,Percent,0.569
County,Santa Barbara,15-18,2014,Percent,0.51458
County,Santa Barbara,19-20,2014,Percent,0.34433
County,Santa Barbara,0-20,2014,Percent,0.5643
County,Santa Barbara,0-3,2015,Percent,0.31919
County,Santa Barbara,4-5,2015,Percent,0.66953
County,Santa Barbara,6-8,2015,Percent,0.69209
County,Santa Barbara,9-11,2015,Percent,0.64769
County,Santa Barbara,12-14,2015,Percent,0.54349
County,Santa Barbara,15-18,2015,Percent,0.47523
County,Santa Barbara,19-20,2015,Percent,0.31153
County,Santa Barbara,0-20,2015,Percent,0.53681
County,Santa Clara,0-3,2013,Percent,0.32
County,Santa Clara,4-5,2013,Percent,0.69
County,Santa Clara,6-8,2013,Percent,0.71
County,Santa Clara,9-11,2013,Percent,0.68
County,Santa Clara,12-14,2013,Percent,0.62
County,Santa Clara,15-18,2013,Percent,0.55
County,Santa Clara,19-20,2013,Percent,0.4
County,Santa Clara,0-20,2013,Percent,0.58
County,Santa Clara,0-3,2014,Percent,0.3093
County,Santa Clara,4-5,2014,Percent,0.67791
County,Santa Clara,6-8,2014,Percent,0.68654
County,Santa Clara,9-11,2014,Percent,0.65411
County,Santa Clara,12-14,2014,Percent,0.60555
County,Santa Clara,15-18,2014,Percent,0.51701
County,Santa Clara,19-20,2014,Percent,0.35771
County,Santa Clara,0-20,2014,Percent,0.555
County,Santa Clara,0-3,2015,Percent,0.316
County,Santa Clara,4-5,2015,Percent,0.63753
County,Santa Clara,6-8,2015,Percent,0.65727
County,Santa Clara,9-11,2015,Percent,0.6206
County,Santa Clara,12-14,2015,Percent,0.56543
County,Santa Clara,15-18,2015,Percent,0.47662
County,Santa Clara,19-20,2015,Percent,0.3338
County,Santa Clara,0-20,2015,Percent,0.5241
County,Santa Cruz,0-3,2013,Percent,0.48
County,Santa Cruz,4-5,2013,Percent,0.74
County,Santa Cruz,6-8,2013,Percent,0.74
County,Santa Cruz,9-11,2013,Percent,0.71
County,Santa Cruz,12-14,2013,Percent,0.62
County,Santa Cruz,15-18,2013,Percent,0.54
County,Santa Cruz,19-20,2013,Percent,0.38
County,Santa Cruz,0-20,2013,Percent,0.62
County,Santa Cruz,0-3,2014,Percent,0.43678
County,Santa Cruz,4-5,2014,Percent,0.70622
County,Santa Cruz,6-8,2014,Percent,0.69967
County,Santa Cruz,9-11,2014,Percent,0.67472
County,Santa Cruz,12-14,2014,Percent,0.60057
County,Santa Cruz,15-18,2014,Percent,0.51897
County,Santa Cruz,19-20,2014,Percent,0.34122
County,Santa Cruz,0-20,2014,Percent,0.58687
County,Santa Cruz,0-3,2015,Percent,0.42791
County,Santa Cruz,4-5,2015,Percent,0.67265
County,Santa Cruz,6-8,2015,Percent,0.68852
County,Santa Cruz,9-11,2015,Percent,0.65148
County,Santa Cruz,12-14,2015,Percent,0.58124
County,Santa Cruz,15-18,2015,Percent,0.49632
County,Santa Cruz,19-20,2015,Percent,0.34087
County,Santa Cruz,0-20,2015,Percent,0.56608
County,Shasta,0-3,2013,Percent,0.23
County,Shasta,4-5,2013,Percent,0.51
County,Shasta,6-8,2013,Percent,0.54
County,Shasta,9-11,2013,Percent,0.49
County,Shasta,12-14,2013,Percent,0.44
County,Shasta,15-18,2013,Percent,0.43
County,Shasta,19-20,2013,Percent,0.33
County,Shasta,0-20,2013,Percent,0.42
County,Shasta,0-3,2014,Percent,0.1884
County,Shasta,4-5,2014,Percent,0.4756
County,Shasta,6-8,2014,Percent,0.49901
County,Shasta,9-11,2014,Percent,0.4648
County,Shasta,12-14,2014,Percent,0.41533
County,Shasta,15-18,2014,Percent,0.39565
County,Shasta,19-20,2014,Percent,0.27641
County,Shasta,0-20,2014,Percent,0.38825
County,Shasta,0-3,2015,Percent,0.20824
County,Shasta,4-5,2015,Percent,0.48492
County,Shasta,6-8,2015,Percent,0.50388
County,Shasta,9-11,2015,Percent,0.48501
County,Shasta,12-14,2015,Percent,0.45463
County,Shasta,15-18,2015,Percent,0.39746
County,Shasta,19-20,2015,Percent,0.26189
County,Shasta,0-20,2015,Percent,0.40104
County,Sierra,0-3,2013,Percent,NA
County,Sierra,4-5,2013,Percent,NA
County,Sierra,6-8,2013,Percent,0.58
County,Sierra,9-11,2013,Percent,NA
County,Sierra,12-14,2013,Percent,NA
County,Sierra,15-18,2013,Percent,0.36
County,Sierra,19-20,2013,Percent,NA
County,Sierra,0-20,2013,Percent,0.37
County,Sierra,0-3,2014,Percent,NA
County,Sierra,4-5,2014,Percent,NA
County,Sierra,6-8,2014,Percent,0.42857
County,Sierra,9-11,2014,Percent,0.43243
County,Sierra,12-14,2014,Percent,0.42424
County,Sierra,15-18,2014,Percent,0.41176
County,Sierra,19-20,2014,Percent,NA
County,Sierra,0-20,2014,Percent,0.33816
County,Sierra,0-3,2015,Percent,NA
County,Sierra,4-5,2015,Percent,NA
County,Sierra,6-8,2015,Percent,NA
County,Sierra,9-11,2015,Percent,0.42308
County,Sierra,12-14,2015,Percent,0.33333
County,Sierra,15-18,2015,Percent,NA
County,Sierra,19-20,2015,Percent,NA
County,Sierra,0-20,2015,Percent,0.25962
County,Siskiyou,0-3,2013,Percent,0.12
County,Siskiyou,4-5,2013,Percent,0.48
County,Siskiyou,6-8,2013,Percent,0.42
County,Siskiyou,9-11,2013,Percent,0.41
County,Siskiyou,12-14,2013,Percent,0.38
County,Siskiyou,15-18,2013,Percent,0.38
County,Siskiyou,19-20,2013,Percent,0.25
County,Siskiyou,0-20,2013,Percent,0.34
County,Siskiyou,0-3,2014,Percent,0.13933
County,Siskiyou,4-5,2014,Percent,0.44887
County,Siskiyou,6-8,2014,Percent,0.39055
County,Siskiyou,9-11,2014,Percent,0.37775
County,Siskiyou,12-14,2014,Percent,0.33807
County,Siskiyou,15-18,2014,Percent,0.31996
County,Siskiyou,19-20,2014,Percent,0.23324
County,Siskiyou,0-20,2014,Percent,0.31674
County,Siskiyou,0-3,2015,Percent,0.15068
County,Siskiyou,4-5,2015,Percent,0.42331
County,Siskiyou,6-8,2015,Percent,0.42121
County,Siskiyou,9-11,2015,Percent,0.3871
County,Siskiyou,12-14,2015,Percent,0.38386
County,Siskiyou,15-18,2015,Percent,0.37174
County,Siskiyou,19-20,2015,Percent,0.20903
County,Siskiyou,0-20,2015,Percent,0.33983
County,Solano,0-3,2013,Percent,0.31
County,Solano,4-5,2013,Percent,0.6
County,Solano,6-8,2013,Percent,0.55
County,Solano,9-11,2013,Percent,0.5
County,Solano,12-14,2013,Percent,0.44
County,Solano,15-18,2013,Percent,0.41
County,Solano,19-20,2013,Percent,0.29
County,Solano,0-20,2013,Percent,0.45
County,Solano,0-3,2014,Percent,0.23993
County,Solano,4-5,2014,Percent,0.51583
County,Solano,6-8,2014,Percent,0.50422
County,Solano,9-11,2014,Percent,0.47927
County,Solano,12-14,2014,Percent,0.42796
County,Solano,15-18,2014,Percent,0.39503
County,Solano,19-20,2014,Percent,0.25805
County,Solano,0-20,2014,Percent,0.4109
County,Solano,0-3,2015,Percent,0.24707
County,Solano,4-5,2015,Percent,0.50381
County,Solano,6-8,2015,Percent,0.50059
County,Solano,9-11,2015,Percent,0.47087
County,Solano,12-14,2015,Percent,0.41506
County,Solano,15-18,2015,Percent,0.36601
County,Solano,19-20,2015,Percent,0.25971
County,Solano,0-20,2015,Percent,0.40088
County,Sonoma,0-3,2013,Percent,0.48
County,Sonoma,4-5,2013,Percent,0.69
County,Sonoma,6-8,2013,Percent,0.67
County,Sonoma,9-11,2013,Percent,0.63
County,Sonoma,12-14,2013,Percent,0.56
County,Sonoma,15-18,2013,Percent,0.48
County,Sonoma,19-20,2013,Percent,0.33
County,Sonoma,0-20,2013,Percent,0.57
County,Sonoma,0-3,2014,Percent,0.47126
County,Sonoma,4-5,2014,Percent,0.66018
County,Sonoma,6-8,2014,Percent,0.66071
County,Sonoma,9-11,2014,Percent,0.62598
County,Sonoma,12-14,2014,Percent,0.5722
County,Sonoma,15-18,2014,Percent,0.45901
County,Sonoma,19-20,2014,Percent,0.29577
County,Sonoma,0-20,2014,Percent,0.55649
County,Sonoma,0-3,2015,Percent,0.44693
County,Sonoma,4-5,2015,Percent,0.63555
County,Sonoma,6-8,2015,Percent,0.64124
County,Sonoma,9-11,2015,Percent,0.62369
County,Sonoma,12-14,2015,Percent,0.55112
County,Sonoma,15-18,2015,Percent,0.45855
County,Sonoma,19-20,2015,Percent,0.28015
County,Sonoma,0-20,2015,Percent,0.53849
County,Stanislaus,0-3,2013,Percent,0.2
County,Stanislaus,4-5,2013,Percent,0.58
County,Stanislaus,6-8,2013,Percent,0.58
County,Stanislaus,9-11,2013,Percent,0.53
County,Stanislaus,12-14,2013,Percent,0.48
County,Stanislaus,15-18,2013,Percent,0.43
County,Stanislaus,19-20,2013,Percent,0.33
County,Stanislaus,0-20,2013,Percent,0.45
County,Stanislaus,0-3,2014,Percent,0.20362
County,Stanislaus,4-5,2014,Percent,0.55846
County,Stanislaus,6-8,2014,Percent,0.5782
County,Stanislaus,9-11,2014,Percent,0.52925
County,Stanislaus,12-14,2014,Percent,0.47469
County,Stanislaus,15-18,2014,Percent,0.41449
County,Stanislaus,19-20,2014,Percent,0.29105
County,Stanislaus,0-20,2014,Percent,0.44035
County,Stanislaus,0-3,2015,Percent,0.21587
County,Stanislaus,4-5,2015,Percent,0.55013
County,Stanislaus,6-8,2015,Percent,0.57311
County,Stanislaus,9-11,2015,Percent,0.52365
County,Stanislaus,12-14,2015,Percent,0.46132
County,Stanislaus,15-18,2015,Percent,0.40883
County,Stanislaus,19-20,2015,Percent,0.28644
County,Stanislaus,0-20,2015,Percent,0.43589
County,Sutter,0-3,2013,Percent,0.33
County,Sutter,4-5,2013,Percent,0.66
County,Sutter,6-8,2013,Percent,0.68
County,Sutter,9-11,2013,Percent,0.62
County,Sutter,12-14,2013,Percent,0.55
County,Sutter,15-18,2013,Percent,0.49
County,Sutter,19-20,2013,Percent,0.36
County,Sutter,0-20,2013,Percent,0.54
County,Sutter,0-3,2014,Percent,0.36899
